,date,text
1925,Sun Jan 19 23:51:20 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1926,Sun Jan 19 23:51:20 +0000 2020,"There are now 198 confirmed cases of the coronavirus in Wuhan, 136 new cases were identified in the past two days.… https://t.co/MHGiuZnomu"
1927,Sun Jan 19 23:51:19 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
1928,Sun Jan 19 23:51:16 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1929,Sun Jan 19 23:51:13 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
1930,Sun Jan 19 23:51:12 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
1931,Sun Jan 19 23:51:12 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
1932,Sun Jan 19 23:51:09 +0000 2020,"RT @Rover829: SHANGHAI, Jan 20 (Reuters) - China on Monday reported 139 new cases of pneumonia over the weekend, caused by the outbreak of…"
1933,Sun Jan 19 23:51:07 +0000 2020,Reuters: The Wuhan Municipal Health Commission said in a statement that 136 cases of coronavirus emerged in the city on Saturday and Sunday.
1934,Sun Jan 19 23:51:00 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
1935,Sun Jan 19 23:50:58 +0000 2020,RT @faznet: Das Ausmaß der mysteriösen Lungenkrankheit in China ist wohl größer als bisher angenommen. Ausländische Experten schätzen die Z…
1936,Sun Jan 19 23:50:53 +0000 2020,"RT @zhanglifan: #SCMP【China coronavirus: Beijing breaks its silence, but only to ‘deny rumours’中国冠状病毒：北京打破沉默，但只是为了“否认谣言”】 
国家疾病预防控制中心称新病毒“不…"
1937,Sun Jan 19 23:50:50 +0000 2020,RT @strangegarden7: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News https://t.co/7tg…
1938,Sun Jan 19 23:50:48 +0000 2020,"RT @ChoZynWordZ: Meanwhile China is on the brink of a virus outbreak #coronavirus with travel, how long before it jumps continents"
1939,Sun Jan 19 23:50:45 +0000 2020,RT @faznet: Das Ausmaß der mysteriösen Lungenkrankheit in China ist wohl größer als bisher angenommen. Ausländische Experten schätzen die Z…
1940,Sun Jan 19 23:50:38 +0000 2020,"Mysterious coronavirus kills 2, sickens dozens.
https://t.co/U3JXGqA6Jm"
1941,Sun Jan 19 23:50:35 +0000 2020,"RT @Raquiglam: Actualización sobre el brote de neumonía en #Wuhan (China), 13 de enero de 2020:

-  59 casos probables de neumonía asociada…"
1942,Sun Jan 19 23:50:21 +0000 2020,"RT @ldhnoticias: El virus, una nueva cepa de coronavirus, ha causado alarma debido a su similitud con el que provoca el Síndrome Respirator…"
1943,Sun Jan 19 23:50:20 +0000 2020,"RT @nytimes: Chinese authorities said on Sunday that 17 more people had been infected with a mysterious new virus, raising questions about…"
1944,Sun Jan 19 23:50:12 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
1945,Sun Jan 19 23:50:08 +0000 2020,"RT @WHO: Q: What is a #coronavirus?

A: Coronaviruses are a large family of viruses that are known to cause illness ranging from the common…"
1946,Sun Jan 19 23:50:00 +0000 2020,"RT @hayesluk: 2 cases in #beijing

#coronavirus #ncov2019"
1947,Sun Jan 19 23:49:59 +0000 2020,"RT @Rover829: Reuters: Beijing's Daxing health commission confirmed two new cases of coronavirus, while Guangdong Province's health commiss…"
1948,Sun Jan 19 23:49:59 +0000 2020,RT @WHO: Reduce your risk of #coronavirus infection: https://t.co/ZwyFVwY6EU
1949,Sun Jan 19 23:49:40 +0000 2020,China reports four more cases in viral pneumonia outbreak https://t.co/sK6p1d3udI
1950,Sun Jan 19 23:49:31 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
1951,Sun Jan 19 23:49:31 +0000 2020,"A scientific team announced that a new-type coronavirus, tentatively named by WHO as the 2019-new coronavirus (2019… https://t.co/U6ulhqRsm9"
1952,Sun Jan 19 23:49:25 +0000 2020,"RT @nytimes: Chinese authorities said on Sunday that 17 more people had been infected with a mysterious new virus, raising questions about…"
1953,Sun Jan 19 23:49:20 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1954,Sun Jan 19 23:49:11 +0000 2020,"RT @carpe_diem0820: 新型コロナウイルス(Novel Coronavirus : nCoV)の患者の 退院及び退院後の経過観察に関する方針（案）2020年1月17日
https://t.co/PSHkrh6cdD https://t.co/JN3xEjXG7E"
1955,Sun Jan 19 23:49:09 +0000 2020,"RT @nytimesworld: A mysterious new virus first detected in Wuhan, China, is continuing to spread, sending public health officials scramblin…"
1956,Sun Jan 19 23:49:02 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
1957,Sun Jan 19 23:48:57 +0000 2020,RT @W7VOA: Beijing Daxing Health Commission confirms 2 #coronavirus cases; Guangdong Province confirms 1 case. #China
1958,Sun Jan 19 23:48:46 +0000 2020,"RT @nytimes: Chinese authorities said on Sunday that 17 more people had been infected with a mysterious new virus, raising questions about…"
1959,Sun Jan 19 23:48:46 +0000 2020,RT @W7VOA: Beijing Daxing Health Commission confirms 2 #coronavirus cases; Guangdong Province confirms 1 case. #China
1960,Sun Jan 19 23:48:42 +0000 2020,"O #coronavirus #Wuhan provocou 136 novos casos neste fim de semana na China, segundo autoridades https://t.co/1gzGepM6ru"
1961,Sun Jan 19 23:48:35 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
1962,Sun Jan 19 23:48:33 +0000 2020,"RT @BNONews: BREAKING: Chinese city of Wuhan reports 136 new cases of new type of coronavirus, raising total there to 198"
1963,Sun Jan 19 23:48:32 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
1964,Sun Jan 19 23:48:30 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1965,Sun Jan 19 23:48:29 +0000 2020,Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News https://t.co/7tgH6YElAp
1966,Sun Jan 19 23:48:29 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1967,Sun Jan 19 23:48:27 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
1968,Sun Jan 19 23:48:24 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1969,Sun Jan 19 23:48:23 +0000 2020,Beijing Daxing Health Commission confirms 2 #coronavirus cases; Guangdong Province confirms 1 case. #China
1970,Sun Jan 19 23:48:22 +0000 2020,Wat weten we over het dodelijke coronavirus dat China in de ban houdt? https://t.co/5zDdYw1kNj
1971,Sun Jan 19 23:48:19 +0000 2020,"Reuters: Beijing's Daxing health commission confirmed two new cases of coronavirus, while Guangdong Province's heal… https://t.co/0vYWtb1eX7"
1972,Sun Jan 19 23:48:18 +0000 2020,RT @VOANews: China Reports 139 New Coronavirus Cases Over the Weekend https://t.co/bjGSHhtATa
1973,Sun Jan 19 23:48:12 +0000 2020,"Wouldn’t it be the ultimate if the world did indeed end, as T.S. Eliot predicted, not with a bang, but with a whimp… https://t.co/bybzumlOR3"
1974,Sun Jan 19 23:48:03 +0000 2020,"RT @danialvesceiri: Esta semana lá no meu Instagram (@danialvesceiri) vou explicar mais sobre o Alerta Global relacionado ao #coronavirus
O…"
1975,Sun Jan 19 23:47:58 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1976,Sun Jan 19 23:47:56 +0000 2020,"SHANGHAI, Jan 20 (Reuters) - China on Monday reported 139 new cases of pneumonia over the weekend, caused by the ou… https://t.co/Qg4RkEYAOK"
1977,Sun Jan 19 23:47:51 +0000 2020,"RT @nytimes: Chinese authorities said on Sunday that 17 more people had been infected with a mysterious new virus, raising questions about…"
1978,Sun Jan 19 23:47:51 +0000 2020,RT @MRC_Outbreak: Size of Wuhan outbreak of a novel #coronavirus estimated from the three cases detected outside China: Likely to be over 1…
1979,Sun Jan 19 23:47:48 +0000 2020,"RT @WHO: As more novel #coronavirus (2019-nCoV) cases are identified and more analysis undertaken, we will get a clearer picture of disease…"
1980,Sun Jan 19 23:47:46 +0000 2020,"RT @WHO: WHO is constantly analyzing data on the novel #coronavirus (2019-nCoV) as we receive it, and working closely with global networks…"
1981,Sun Jan 19 23:47:43 +0000 2020,"RT @WHO: #China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past t…"
1982,Sun Jan 19 23:47:42 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
1983,Sun Jan 19 23:47:36 +0000 2020,"RT @BNONews: BREAKING: Chinese city of Wuhan reports 136 new cases of new type of coronavirus, raising total there to 198"
1984,Sun Jan 19 23:47:34 +0000 2020,RT @acnavascalixto: #CienciaAbierta como #FastTrack para entender el nuevo virus #Coronavirus. @acpccolombia Los invito a leer esta magnífi…
1985,Sun Jan 19 23:47:32 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1986,Sun Jan 19 23:47:26 +0000 2020,"Meanwhile China is on the brink of a virus outbreak #coronavirus with travel, how long before it jumps continents https://t.co/kgV6doKn6m"
1987,Sun Jan 19 23:47:21 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
1988,Sun Jan 19 23:47:18 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
1989,Sun Jan 19 23:47:10 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1990,Sun Jan 19 23:47:08 +0000 2020,"RT @lucasrohan: 🔴🇨🇳 CHINA

Cidade chinesa reporta 136 novos casos de infecção por coronavírus. Total de 198 infectados, 1 morte"
1991,Sun Jan 19 23:47:05 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1992,Sun Jan 19 23:47:05 +0000 2020,"The WHO first reported the new coronavirus on Jan. 9 in Wuhan City, Hubei Province, where there have been 41 cases… https://t.co/BbQdL0NxKH"
1993,Sun Jan 19 23:47:00 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1994,Sun Jan 19 23:46:58 +0000 2020,"RT @BNONews: BREAKING: Chinese city of Wuhan reports 136 new cases of new type of coronavirus, raising total there to 198"
1995,Sun Jan 19 23:46:47 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
1996,Sun Jan 19 23:46:41 +0000 2020,RT @VOANews: China Reports 139 New Coronavirus Cases Over the Weekend https://t.co/bjGSHhtATa
1997,Sun Jan 19 23:46:39 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
1998,Sun Jan 19 23:46:30 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
1999,Sun Jan 19 23:46:13 +0000 2020,RT @VOANews: China Reports 139 New Coronavirus Cases Over the Weekend https://t.co/bjGSHhtATa
2000,Mon Jan 20 23:59:11 +0000 2020,"RT @WHO: #China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past t…"
2001,Mon Jan 20 23:59:11 +0000 2020,https://t.co/A6Ikz6fTj5
2002,Mon Jan 20 23:59:11 +0000 2020,"RT @Tabalminutomx: #Enterate El  #coronavirus, detectado en china y que el brote inició en una fuente animal. 

Se han detectado mas de 40…"
2003,Mon Jan 20 23:59:10 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2004,Mon Jan 20 23:59:10 +0000 2020,"RT @amehta__: There were plague outbreaks in 1720, 1820, 1920....
This really isn’t our year #coronavirus https://t.co/YKjgmXJDUD"
2005,Mon Jan 20 23:59:09 +0000 2020,@lookner I taught a class in college on the corona virus'. You just don't know until it's too late. Sometimes they… https://t.co/sJ5mKR09x6
2006,Mon Jan 20 23:59:09 +0000 2020,China Confirms New Coronavirus Spreads From Humans to Humans https://t.co/T4ii8yqx3d via @NYTimes
2007,Mon Jan 20 23:59:07 +0000 2020,#coronavirus https://t.co/g0Ivhu8drb
2008,Mon Jan 20 23:59:07 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2009,Mon Jan 20 23:59:07 +0000 2020,"RT @cgtnenespanol: El presidente chino, Xi Jinping, ha ordenado esfuerzos decididos para frenar la propagación del nuevo coronavirus que ha…"
2010,Mon Jan 20 23:59:06 +0000 2020,"RT @Gurdur: 1/n   OK, #health, time to talk about the new #coronavirus. @patchfarmstead was the first to bring it up with me, so:
Q: Is it…"
2011,Mon Jan 20 23:59:06 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
2012,Mon Jan 20 23:59:06 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
2013,Mon Jan 20 23:59:06 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
2014,Mon Jan 20 23:59:05 +0000 2020,"RT @lucasrohan: 🔴 URGENTE

Coreia do Sul confirma o primeiro caso do novo coronavírus e número de países afetados chega a 4 (além da China,…"
2015,Mon Jan 20 23:59:04 +0000 2020,"Seriously though 
You need to be aware of  this coronavirus. 

We are on pace historically for a massive outbreak &amp;… https://t.co/LR3z5SYpen"
2016,Mon Jan 20 23:59:03 +0000 2020,"RT @smileylix: #coronavirus Mangel
#pasapalabra grido
#EDLP #PremiosOndeon
#dolar

https://t.co/SUMm2B7EpL"
2017,Mon Jan 20 23:59:02 +0000 2020,RT @Mlle_Kwaii: Aprovechemos el pánico por el nuevo #coronavirus para que normalicemos usar cubrebocas cuando andemos enfermos y la forma c…
2018,Mon Jan 20 23:59:02 +0000 2020,"RT @DirtyHarry21_12: #URGENTE

Reportaron el primer caso del coronavirus en Argentina. Si nota estos síntomas, por favor acuda a su centro…"
2019,Mon Jan 20 23:59:02 +0000 2020,"RT @EpochTimesChina: “The recent outbreak of novel coronavirus pneumonia in Wuhan and other places must be taken seriously.”

The head of a…"
2020,Mon Jan 20 23:59:02 +0000 2020,RT @WHO: BREAKING: WHO Director-General @DrTedros will convene an Emergency Committee on the novel #coronavirus (2019-nCoV) under the Inter…
2021,Mon Jan 20 23:59:01 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
2022,Mon Jan 20 23:59:01 +0000 2020,Corona virus
2023,Mon Jan 20 23:59:01 +0000 2020,"@blahblahellis  When I saw ""Coronavirus"" trending I thought it must relate to the kids in the pubs introducing that bubbly shyte...(serious)"
2024,Mon Jan 20 23:59:01 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2025,Mon Jan 20 23:59:00 +0000 2020,"RT @lagazetatv: 🇨🇳🤧😷 #China Autoridades han reportado unos 218 nuevos casos de #neumonía por #coronavirus
¿ Qué medidas tomará México? http…"
2026,Mon Jan 20 23:59:00 +0000 2020,Tapos may affected na din na from Japan and South Korea. Huhu. Meron din na nasa Boracay waiting for lab result kas… https://t.co/AqQhdKZqZh
2027,Mon Jan 20 23:59:00 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2028,Mon Jan 20 23:59:00 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2029,Mon Jan 20 23:59:00 +0000 2020,Todo se inició en un mercado de Wuhan donde venden animales salvajes y mariscos. Un animal es la fuente primaria de… https://t.co/Tg0hZxk347
2030,Mon Jan 20 23:58:59 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2031,Mon Jan 20 23:58:58 +0000 2020,"RT @smilenio2: Alerta mundial por nuevo virus que ataca a los países asiáticos, proveniente de Wuhan-China, la cual ya ha dejado tres vícti…"
2032,Mon Jan 20 23:58:58 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2033,Mon Jan 20 23:58:57 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2034,Mon Jan 20 23:58:57 +0000 2020,"RT @AJEnglish: ""The case of SARS is similar to the case in Wuhan."" 

Three people have died in China from the coronavirus, which has spread…"
2035,Mon Jan 20 23:58:56 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
2036,Mon Jan 20 23:58:55 +0000 2020,"RT @clemt_gthe: Remettez la Terre en mode Facile svp, rien ne va plus sérieux #coronavirus"
2037,Mon Jan 20 23:58:55 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
2038,Mon Jan 20 23:58:54 +0000 2020,"RT @smilenio2: 🎥 #VIDEO | Implementa #México protocolos contra nuevo #coronavirus en #China.

• #Notimex https://t.co/WdeyYoD4H4"
2039,Mon Jan 20 23:58:54 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
2040,Mon Jan 20 23:58:53 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
2041,Mon Jan 20 23:58:52 +0000 2020,"RT @lizzlaw_: Wuhan authorities have reported another death, the fourth, from the mystery coronavirus that first surfaced in the central Ch…"
2042,Mon Jan 20 23:58:51 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2043,Mon Jan 20 23:58:51 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
2044,Mon Jan 20 23:58:51 +0000 2020,RT @turoturoturo: Hilo excelente para entender que esta sucediendo con el #coronavirus
2045,Mon Jan 20 23:58:50 +0000 2020,"Año nuevo, epidemia nueva, la #EpidemiadeCoronaVirus2020 amenaza ser mundial. Otro efecto del… https://t.co/FNWr6yV8cc"
2046,Mon Jan 20 23:58:50 +0000 2020,No mames. No tardan los pinche hipocondriacos con sus pendejadas de que ya tienen el Coronavirus Chino... Yo soy el primero 👍🏼.
2047,Mon Jan 20 23:58:50 +0000 2020,Wuhan Coronavirus 🇨🇳🇹🇭🇰🇷🤔😯🧬 https://t.co/1sdNwhTeuJ
2048,Mon Jan 20 23:58:48 +0000 2020,"RT @adn40: Continúa la alerta en #China por el #Coronavirus, se informó que se contagia entre humanos. Informa @RominaRamosC. 

#DeIdayVuel…"
2049,Mon Jan 20 23:58:47 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2050,Mon Jan 20 23:58:47 +0000 2020,"RT @lucasrohan: 🔴🇨🇳 CHINA URGENTE

Confirmado que o novo tipo de coronavírus que causou surto na China (mais de 200 casos e 3 mortes até ag…"
2051,Mon Jan 20 23:58:47 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2052,Mon Jan 20 23:58:46 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
2053,Mon Jan 20 23:58:45 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2054,Mon Jan 20 23:58:43 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
2055,Mon Jan 20 23:58:43 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2056,Mon Jan 20 23:58:43 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2057,Mon Jan 20 23:58:43 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
2058,Mon Jan 20 23:58:42 +0000 2020,"RT @CNN: China has reported 139 new cases of pneumonia caused by a new strain of coronavirus, including a third death, as the outbreak spre…"
2059,Mon Jan 20 23:58:41 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
2060,Mon Jan 20 23:58:41 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
2061,Mon Jan 20 23:58:40 +0000 2020,"Coming up on your NL major news to 4pm:

- An update on how officials in Canada are handling the #coronavirus outbr… https://t.co/QcSAgC3Ywi"
2062,Mon Jan 20 23:58:40 +0000 2020,"RT @ForeignPolicy: How deadly is the Wuhan virus? And is China covering up its spread?
https://t.co/W3w6okECZk"
2063,Mon Jan 20 23:58:39 +0000 2020,RT @RuanVictoria: After Pres. Xi urged authorities to put people’s health at top priorty the number of China’s coronavirus cases publicly d…
2064,Mon Jan 20 23:58:38 +0000 2020,RT @WHO: BREAKING: WHO Director-General @DrTedros will convene an Emergency Committee on the novel #coronavirus (2019-nCoV) under the Inter…
2065,Mon Jan 20 23:58:38 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
2066,Mon Jan 20 23:58:37 +0000 2020,"RT @ForeignPolicy: How deadly is the Wuhan virus? And is China covering up its spread?
https://t.co/W3w6okECZk"
2067,Mon Jan 20 23:58:36 +0000 2020,RT @DianeMariePosts: Sigh. Now Tony Clement is on Power &amp; Politics blathering on about what the government should be doing about the corona…
2068,Mon Jan 20 23:58:36 +0000 2020,"RT @RaiNews: Il nuovo #coronavirus. L'Oms convoca Comitato d'emergenza 
https://t.co/e8Y8FNvp1Y"
